Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
1.009732581,0.0%,1.1%,36,5.9%,-18.2%,22,37.5%,100.0%,12,1,5,$334K,-0.1%,15.4%,52,52.9%,18.2%,5/31/2014,Single Family Residential,"Seattle, WA - Mid-Beacon Hill"
1.039163453,-0.7%,3.6%,28,21.7%,64.7%,7,-12.5%,-50.0%,7,0,-14,$909K,7.6%,10.6%,37,23.3%,32.1%,5/31/2014,Single Family Residential,"Seattle, WA - Stevens"
1.007421630,1.1%,-1.0%,27,-10.0%,8.0%,18,20.0%,50.0%,12.5,-5,4.5,$435K,0.8%,10.2%,42,44.8%,20.0%,5/31/2014,Single Family Residential,"Seattle, WA - Gatewood"
0.991001268,0.6%,3.2%,6,200.0%,500.0%,2,0.0%,100.0%,25,7,-15,$740K,2.1%,-42.9%,7,0.0%,600.0%,5/31/2014,Single Family Residential,"Seattle, WA - Cascade"
0.986659006,0.4%,-4.4%,16,45.5%,23.1%,5,-44.4%,-64.3%,38.5,13.5,30.5,$227K,6.6%,-1.7%,15,15.4%,-37.5%,5/31/2014,Single Family Residential,"Seattle, WA - Rainier View"
0.994539285,-0.1%,0.6%,4103,10.6%,17.6%,8259,-1.7%,-37.8%,14,3,-61,$440K,-0.6%,3.5%,3566,-24.9%,11.1%,7/31/2015,Single Family Residential,"Boston, MA metro area"
0.969783524,0.0%,-0.1%,8227,0.8%,21.1%,34605,-0.4%,6.6%,71,2,8,$240K,0.0%,4.3%,9207,-7.8%,4.0%,7/31/2015,Single Family Residential,"Chicago, IL metro area"
0.997249439,0.0%,-0.1%,5388,1.9%,11.0%,11981,3.3%,1.5%,28,-1,9,$535K,0.9%,5.9%,6431,-1.5%,4.8%,7/31/2015,Single Family Residential,"Los Angeles, CA metro area"
0.963531205,-0.3%,-0.1%,1092,48.6%,36.8%,3703,-1.5%,-3.5%,50,4,12,$224K,-0.6%,1.7%,923,-12.5%,2.7%,7/31/2015,Single Family Residential,"Philadelphia, PA metro area"
1.012566925,-0.3%,1.1%,3800,-2.0%,12.4%,5620,3.7%,-24.4%,10,1,-3,$445K,-1.5%,6.6%,3940,-6.2%,-3.5%,7/31/2015,Single Family Residential,"Seattle, WA metro area"
0.985546150,-0.4%,-0.3%,4756,-23.3%,13.3%,15855,-0.5%,5.3%,31,8,8,$450K,4.7%,0.0%,5373,-8.0%,5.6%,7/31/2015,Single Family Residential,"Washington, DC metro area"
0.993369383,0.3%,-2.8%,15,-11.8%,-11.8%,6,-14.3%,-14.3%,28,6,13.5,$740K,-2.6%,26.5%,17,21.4%,-5.6%,11/30/2015,Single Family Residential,"Seattle, WA - Alki Point"
1.018695807,-0.2%,2.8%,22,-29.0%,-8.3%,5,0.0%,-54.5%,12,0,-32.5,$488K,28.4%,22.0%,23,-14.8%,21.1%,11/30/2015,Single Family Residential,"Seattle, WA - Arbor Heights"
1.045141633,-0.4%,3.9%,93,-18.4%,-17.7%,12,-40.0%,-57.1%,7,0,-3,$599K,-5.9%,7.9%,93,-10.6%,-19.8%,11/30/2015,Single Family Residential,"Seattle, WA - Ballard"
1.018733786,-1.6%,2.7%,16,-15.8%,-5.9%,3,-50.0%,-70.0%,10,1,2,$458K,1.7%,21.7%,10,-41.2%,-63.0%,11/30/2015,Single Family Residential,"Seattle, WA - Bitter Lake"
1.023043202,-1.2%,2.4%,30,-11.8%,11.1%,6,-45.5%,-25.0%,8,1,-23,$800K,6.7%,10.7%,34,-12.8%,70.0%,11/30/2015,Single Family Residential,"Seattle, WA - North Beach / Blue Ridge"
1.029550075,-1.2%,3.5%,28,-17.6%,33.3%,9,-10.0%,-10.0%,8.5,1.5,-37.5,$589K,0.0%,-2.8%,32,-13.5%,220.0%,11/30/2015,Single Family Residential,"Seattle, WA - Broadview"
1.029950095,-0.3%,1.2%,14,-12.5%,-33.3%,3,50.0%,0.0%,8,1,0,$658K,-8.8%,6.0%,12,-7.7%,-40.0%,11/30/2015,Single Family Residential,"Seattle, WA - Bryant"
1.037173541,0.4%,1.9%,22,0.0%,4.8%,6,0.0%,0.0%,8.5,0.5,1,$639K,4.8%,36.5%,17,-19.0%,-26.1%,11/30/2015,Single Family Residential,"Seattle, WA - Columbia City"
1.005429165,-2.1%,-0.5%,14,16.7%,-30.0%,4,-33.3%,-33.3%,16,8.5,0,$539K,10.0%,-5.6%,16,-5.9%,-15.8%,11/30/2015,Single Family Residential,"Seattle, WA - Crown Hill"
1.029902786,-0.2%,3.6%,122,-3.9%,28.4%,24,-20.0%,-56.4%,8,0,-17,$388K,2.8%,17.4%,106,-20.3%,3.9%,11/30/2015,Single Family Residential,"Seattle, WA - Delridge"
0.967247766,0.8%,-11.8%,2,-33.3%,-66.7%,,,,25,-19,-11,$783K,1.7%,20.1%,2,100.0%,-50.0%,11/30/2015,Single Family Residential,"Seattle, WA - Eastlake"
1.013852167,-1.1%,2.3%,31,19.2%,14.8%,14,-17.6%,0.0%,8,1,-9,$675K,6.0%,20.5%,41,-2.4%,51.9%,11/30/2015,Single Family Residential,"Seattle, WA - Fauntleroy"
1.031642109,1.3%,1.1%,12,-20.0%,-47.8%,,,,7,-1,-2.5,$712K,1.8%,16.8%,13,-7.1%,-31.6%,11/30/2015,Single Family Residential,"Seattle, WA - Fremont"
1.060536204,2.0%,1.8%,13,-18.8%,-50.0%,2,-71.4%,-66.7%,7,0,-3,$806K,10.4%,14.6%,13,-7.1%,-50.0%,11/30/2015,Single Family Residential,"Seattle, WA - Green Lake"
1.075107785,1.4%,5.8%,62,-3.1%,-1.6%,4,-42.9%,-78.9%,7,-1,-3,$554K,0.6%,23.0%,55,-16.7%,-5.2%,11/30/2015,Single Family Residential,"Seattle, WA - Greenwood"
1.022145230,-0.2%,1.9%,25,-3.8%,-46.8%,6,-33.3%,-66.7%,8,1,-10,$450K,3.7%,13.9%,31,-6.1%,-13.9%,11/30/2015,Single Family Residential,"Seattle, WA - Haller Lake"
1.031885773,0.2%,2.9%,102,-9.7%,14.6%,20,-20.0%,-37.5%,8.5,0.5,-3.5,$503K,1.3%,11.7%,91,-18.0%,-6.2%,11/30/2015,Single Family Residential,"Seattle, WA - Lake City"
1.019739331,0.7%,3.3%,29,-9.4%,16.0%,10,-28.6%,42.9%,10,-0.5,-19,$730K,-6.4%,-0.7%,27,-35.7%,58.8%,11/30/2015,Single Family Residential,"Seattle, WA - Leschi"
0.952484377,-0.5%,-2.3%,3,50.0%,50.0%,1,-50.0%,0.0%,35,-56.5,-312,"$2,150K",-32.7%,-28.9%,2,0.0%,0.0%,11/30/2015,Single Family Residential,"Seattle, WA - Lower Queen Anne"
0.993493294,-1.1%,0.6%,15,-21.1%,15.4%,13,-13.3%,0.0%,16,5,-17,"$1,710K",2.4%,22.2%,17,21.4%,-19.0%,11/30/2015,Single Family Residential,"Seattle, WA - Madison Park"
1.114310739,0.4%,11.4%,8,-33.3%,-38.5%,6,-25.0%,-40.0%,7.5,0.5,-7.5,$741K,-17.5%,-19.5%,16,14.3%,0.0%,11/30/2015,Single Family Residential,"Seattle, WA - Madrona"
1.028692400,0.6%,2.7%,63,-6.0%,-24.1%,20,-35.5%,-39.4%,8,-1,-4,$837K,7.9%,7.7%,76,-16.5%,-5.0%,11/30/2015,Single Family Residential,"Seattle, WA - Magnolia"
1.043583431,-1.1%,4.3%,28,-15.2%,-24.3%,1,-80.0%,-88.9%,7.5,0.5,-1.5,$551K,-2.5%,23.8%,21,-30.0%,-38.2%,11/30/2015,Single Family Residential,"Seattle, WA - Maple Leaf"
1.021389930,-0.7%,2.4%,28,-17.6%,7.7%,5,0.0%,-37.5%,11,2.5,-6.5,$635K,-1.9%,27.2%,22,-18.5%,-21.4%,11/30/2015,Single Family Residential,"Seattle, WA - Matthews Beach"
1.030212405,-0.1%,3.1%,16,14.3%,60.0%,1,-66.7%,-50.0%,7.5,0,1,$530K,0.0%,12.1%,12,-14.3%,33.3%,11/30/2015,Single Family Residential,"Seattle, WA - Meadowbrook"
1.030940495,-0.5%,0.1%,22,10.0%,37.5%,5,25.0%,-28.6%,8.5,0.5,1,$930K,-2.4%,-0.8%,13,-48.0%,-7.1%,11/30/2015,Single Family Residential,"Seattle, WA - Montlake"
1.043673666,-0.5%,3.8%,21,-25.0%,-27.6%,5,-58.3%,-64.3%,9,-0.5,-6,$700K,-8.5%,7.7%,21,-30.0%,-48.8%,11/30/2015,Single Family Residential,"Seattle, WA - Mount Baker"
1.013970251,-0.2%,1.9%,56,-1.8%,24.4%,12,-42.9%,-42.9%,9,1,-8,$653K,-1.1%,13.1%,43,-28.3%,-14.0%,11/30/2015,Single Family Residential,"Seattle, WA - North Admiral"
1.010241303,-1.0%,-0.3%,88,-3.3%,10.0%,29,-32.6%,-39.6%,13,2,2,$425K,2.4%,13.4%,79,-16.0%,-3.7%,11/30/2015,Single Family Residential,"Seattle, WA - Beacon Hill"
1.023979094,-1.3%,1.7%,80,-7.0%,-30.4%,11,-54.2%,-66.7%,8,1,-2,$491K,-0.5%,15.5%,84,-15.2%,-14.3%,11/30/2015,Single Family Residential,"Seattle, WA - Northgate"
1.047672003,-0.4%,2.7%,24,0.0%,26.3%,1,-66.7%,-90.9%,8,0,-2.5,$429K,-4.1%,12.8%,17,-29.2%,-29.2%,11/30/2015,Single Family Residential,"Seattle, WA - Olympic Hills"
1.003217005,-2.5%,-2.2%,17,6.3%,-19.0%,,,,12,5,5,$430K,0.1%,2.4%,14,-12.5%,-12.5%,11/30/2015,Single Family Residential,"Seattle, WA - Pinehurst"
1.019820197,0.4%,-0.6%,52,-7.1%,23.8%,19,-20.8%,-51.3%,8,-1,-1,$953K,15.1%,23.3%,62,-10.1%,8.8%,11/30/2015,Single Family Residential,"Seattle, WA - Queen Anne"
1.022532147,-0.2%,2.1%,152,-7.9%,2.7%,61,-23.8%,-40.2%,10,0,-4,$413K,0.5%,15.1%,147,-21.8%,-22.6%,11/30/2015,Single Family Residential,"Seattle, WA - Rainier Valley"
1.058758863,0.5%,4.2%,33,-5.7%,-5.7%,7,-36.4%,-12.5%,8,1,-1,$675K,0.0%,10.1%,32,-23.8%,18.5%,11/30/2015,Single Family Residential,"Seattle, WA - Ravenna"
1.037358370,-1.6%,3.4%,27,-3.6%,22.7%,3,-57.1%,-25.0%,10,0.5,-1,$660K,8.0%,21.4%,12,-53.8%,-33.3%,11/30/2015,Single Family Residential,"Seattle, WA - Roosevelt"
1.001724221,0.0%,9.6%,10,0.0%,150.0%,5,-16.7%,-50.0%,19.5,3,4,$284K,-0.2%,28.7%,12,-7.7%,9.1%,11/30/2015,Single Family Residential,"Seattle, WA - South Park"
1.070050372,2.7%,5.5%,4,-55.6%,-66.7%,,,,9.5,0.5,-8.5,$695K,12.1%,21.0%,6,-14.3%,-40.0%,11/30/2015,Single Family Residential,"Seattle, WA - University District"
1.056978316,0.8%,4.1%,21,-4.5%,23.5%,3,-25.0%,-66.7%,8,0,-4,$496K,1.5%,4.0%,19,-17.4%,-9.5%,11/30/2015,Single Family Residential,"Seattle, WA - Victory Heights"
0.996413053,-2.9%,-1.4%,9,-43.8%,-40.0%,3,-50.0%,-40.0%,8,0,-4,"$1,100K",5.5%,35.8%,12,-7.7%,-25.0%,11/30/2015,Single Family Residential,"Seattle, WA - View Ridge"
1.063169831,-0.9%,6.8%,54,-5.3%,42.1%,8,60.0%,-11.1%,8,-1,-6,$677K,-1.3%,-4.2%,45,-13.5%,25.0%,11/30/2015,Single Family Residential,"Seattle, WA - Wallingford"
1.046704323,0.8%,4.3%,27,-15.6%,3.8%,4,0.0%,33.3%,8,0,-1.5,$591K,1.9%,14.4%,23,-20.7%,-8.0%,11/30/2015,Single Family Residential,"Seattle, WA - Wedgwood"
1.020380396,-0.4%,2.6%,342,-3.1%,10.0%,81,-33.6%,-46.4%,8,0,-12,$475K,2.2%,13.1%,330,-16.5%,7.8%,11/30/2015,Single Family Residential,"Seattle, WA - West Seattle"
0.990642390,-4.8%,-1.3%,13,0.0%,-23.5%,6,-40.0%,-33.3%,7.5,0.5,-0.5,$850K,13.3%,-13.7%,15,-31.8%,-21.1%,11/30/2015,Single Family Residential,"Seattle, WA - Windermere"
0.961631611,0.0%,1.1%,6,-25.0%,0.0%,3,0.0%,50.0%,25.5,0,-25.5,"$1,692K",-0.6%,26.1%,7,0.0%,16.7%,11/30/2015,Single Family Residential,"Seattle, WA - Denny Blaine"
1.080972719,2.6%,3.8%,24,9.1%,-20.0%,5,-28.6%,25.0%,8,-1.5,-2.5,$723K,1.2%,5.9%,31,14.8%,10.7%,11/30/2015,Single Family Residential,"Seattle, WA - Phinney Ridge"
1.019830349,0.0%,2.0%,31,0.0%,-8.8%,8,-27.3%,-42.9%,15,1.5,3.5,$610K,10.1%,21.9%,23,-25.8%,-25.8%,11/30/2015,Single Family Residential,"Seattle, WA - Central District"
1.094765291,-0.9%,8.5%,11,-8.3%,-15.4%,,,,8,1,0,$782K,-8.1%,-0.5%,7,-12.5%,-53.3%,11/30/2015,Single Family Residential,"Seattle, WA - Madison Valley"
1.067103175,-1.2%,5.8%,17,-10.5%,-34.6%,6,-14.3%,50.0%,8,-1,-8.5,"$1,055K",-18.8%,15.3%,16,14.3%,0.0%,11/30/2015,Single Family Residential,"Seattle, WA - Capitol Hill"
0.999937453,-0.4%,-1.5%,22,0.0%,214.3%,8,-27.3%,-33.3%,14.5,2,-2.5,$334K,0.0%,0.3%,14,-22.2%,-6.7%,11/30/2015,Single Family Residential,"Seattle, WA - South Beacon Hill"
1,0.0%,0.4%,1,0.0%,-83.3%,5,-28.6%,-16.7%,9,0,-15.5,$390K,0.0%,29.5%,7,-12.5%,-22.2%,11/30/2015,Single Family Residential,"Seattle, WA - Greater Duwamish"
1.028575733,-2.8%,1.7%,8,0.0%,-11.1%,4,-42.9%,33.3%,7.5,0.5,-0.5,$531K,0.8%,18.1%,16,-5.9%,45.5%,11/30/2015,Single Family Residential,"Seattle, WA - North College Park"
1.020826301,1.0%,1.8%,16,0.0%,23.1%,12,-7.7%,100.0%,12.5,0,-0.5,$299K,-6.4%,19.5%,18,-10.0%,50.0%,11/30/2015,Single Family Residential,"Seattle, WA - Dunlap"
1.021740124,-0.1%,2.2%,19,11.8%,11.8%,5,-28.6%,-28.6%,18,0.5,6,$665K,2.3%,33.2%,15,-21.1%,-11.8%,11/30/2015,Single Family Residential,"Seattle, WA - Minor"
1.022979046,-0.3%,3.1%,96,-5.9%,5.5%,32,-30.4%,-25.6%,11.5,0.5,-2.5,$645K,-3.0%,13.2%,92,-20.7%,8.2%,11/30/2015,Single Family Residential,"Seattle, WA - Central Seattle"
0.965770171,-2.2%,-0.1%,1,-50.0%,-80.0%,1,-50.0%,-75.0%,105,31.5,53,$395K,8.5%,31.7%,5,150.0%,0.0%,11/30/2015,Single Family Residential,"Seattle, WA - Holly Park"
0.986873815,0.1%,0.5%,13,-31.6%,-18.8%,8,-11.1%,300.0%,8,-5,-10.5,$575K,20.3%,17.5%,20,-9.1%,33.3%,11/30/2015,Single Family Residential,"Seattle, WA - Cedar Heights"
1.030480303,-1.0%,2.3%,18,0.0%,5.9%,2,-60.0%,-60.0%,8,0,-7,$483K,4.6%,21.5%,18,-10.0%,38.5%,11/30/2015,Single Family Residential,"Seattle, WA - Fairmount Park"
1.018272488,-0.9%,2.8%,16,33.3%,33.3%,3,-57.1%,-40.0%,7,0.5,-1.5,$577K,4.9%,51.4%,16,-15.8%,45.5%,11/30/2015,Single Family Residential,"Seattle, WA - Atlantic"
1.034740540,0.0%,3.2%,20,17.6%,-28.6%,4,-60.0%,-20.0%,7.5,-0.5,-0.5,$624K,1.0%,40.7%,26,-21.2%,36.8%,11/30/2015,Single Family Residential,"Seattle, WA - Genesee"
1.033472729,-0.1%,4.5%,9,-18.2%,-59.1%,5,-44.4%,-44.4%,14,4,-11.5,$477K,-4.4%,1.5%,14,-6.7%,-26.3%,11/30/2015,Single Family Residential,"Seattle, WA - Seaview"
0.983612134,1.6%,-0.8%,3,-40.0%,-50.0%,3,0.0%,,22,0,11,"$1,200K",0.0%,29.6%,4,0.0%,-33.3%,11/30/2015,Single Family Residential,"Seattle, WA - Portage Bay"
1.013783053,0.0%,1.0%,13,-13.3%,-35.0%,3,-25.0%,-62.5%,14,2,8,$570K,2.9%,3.9%,8,-33.3%,-50.0%,11/30/2015,Single Family Residential,"Seattle, WA - Mann"
1.024096076,-1.3%,2.0%,20,-16.7%,25.0%,13,-7.1%,-31.6%,12.5,-0.5,-8.5,$439K,5.8%,52.4%,22,-21.4%,0.0%,11/30/2015,Single Family Residential,"Seattle, WA - Brighton"
1.009686185,0.0%,0.3%,40,8.1%,-7.0%,16,-30.4%,-33.3%,14,0,-2,$419K,4.6%,17.9%,39,-9.3%,-4.9%,11/30/2015,Single Family Residential,"Seattle, WA - Mid-Beacon Hill"
1.072614637,-3.0%,6.6%,17,0.0%,-41.4%,3,0.0%,-50.0%,9,0,-11,"$1,019K",-9.5%,15.7%,15,7.1%,-28.6%,11/30/2015,Single Family Residential,"Seattle, WA - Stevens"
1.007424412,-2.3%,2.4%,35,0.0%,25.0%,3,-72.7%,-66.7%,9,-1,-17.5,$570K,0.0%,22.3%,29,-21.6%,26.1%,11/30/2015,Single Family Residential,"Seattle, WA - Gatewood"
0.967247766,0.8%,-9.1%,2,-33.3%,-75.0%,,,,25,-19,-11,$783K,1.7%,23.3%,2,100.0%,-71.4%,11/30/2015,Single Family Residential,"Seattle, WA - Cascade"
1.019213433,1.7%,1.1%,14,-12.5%,-12.5%,7,-22.2%,-36.4%,7,-3.5,-12.5,$303K,0.0%,18.2%,19,-13.6%,-20.8%,11/30/2015,Single Family Residential,"Seattle, WA - Rainier View"
0.978082759,-0.2%,0.4%,1882,-32.0%,23.9%,4892,-4.7%,-34.1%,40,7,-65,$397K,-2.0%,1.8%,1863,62.6%,13.4%,1/31/2016,Single Family Residential,"Boston, MA metro area"
0.961673908,0.0%,0.3%,4477,-13.7%,16.3%,24515,0.1%,-4.3%,97,8,0,$204K,-5.1%,9.7%,5803,58.8%,-2.0%,1/31/2016,Single Family Residential,"Chicago, IL metro area"
0.989050410,-0.2%,0.5%,3238,-31.3%,6.1%,9783,11.1%,-4.1%,42,6,-6,$520K,-1.9%,8.3%,4906,60.9%,-2.1%,1/31/2016,Single Family Residential,"Los Angeles, CA metro area"
0.956974649,-0.7%,0.2%,485,-26.4%,1.9%,2706,-2.2%,-6.4%,77,7,7,$187K,-10.2%,-1.6%,626,49.4%,3.8%,1/31/2016,Single Family Residential,"Philadelphia, PA metro area"
1.002859653,0.2%,1.1%,1700,-40.9%,-1.0%,3114,-2.6%,-29.5%,25,-2,-21,$440K,0.0%,10.0%,2273,68.1%,-1.1%,1/31/2016,Single Family Residential,"Seattle, WA metro area"
0.979668700,-0.3%,0.2%,2435,-38.1%,3.6%,10160,-6.8%,-3.2%,64,6,-5,$385K,-5.2%,-0.2%,2903,22.0%,-13.8%,1/31/2016,Single Family Residential,"Washington, DC metro area"
1.018529652,0.2%,1.5%,300,-45.5%,-4.2%,411,18.4%,-24.0%,12,0,-15,$565K,-5.3%,13.0%,422,101.9%,4.7%,1/31/2016,Single Family Residential,"Seattle, WA"
0.995821801,0.7%,0.5%,2746,25.8%,16.4%,6684,3.2%,-16.9%,13,-8,-2,$434K,2.6%,4.6%,4419,1.4%,-17.2%,5/31/2016,Single Family Residential,"Boston, MA metro area"
0.971461158,0.3%,0.5%,6492,17.3%,0.6%,32575,4.2%,-4.5%,71,-12,-4,$239K,2.6%,3.9%,10310,-1.3%,-0.1%,5/31/2016,Single Family Residential,"Chicago, IL metro area"
0.998239489,0.2%,0.0%,4690,3.5%,-1.7%,11585,3.5%,3.5%,34,1,5,$570K,1.8%,9.6%,6133,-2.4%,0.1%,5/31/2016,Single Family Residential,"Los Angeles, CA metro area"
0.970192962,0.9%,0.5%,774,45.8%,23.6%,3162,0.7%,-16.4%,47,-27,-6,$217K,10.3%,5.1%,1125,-7.5%,-9.9%,5/31/2016,Single Family Residential,"Philadelphia, PA metro area"
1.032296502,0.5%,1.6%,3449,19.4%,1.4%,4137,5.0%,-19.9%,7,-1,-2,$489K,3.4%,10.9%,4407,2.8%,0.9%,5/31/2016,Single Family Residential,"Seattle, WA metro area"
0.990135703,0.3%,0.3%,4744,29.1%,21.2%,13612,1.5%,-12.4%,22,-14,-5,$439K,3.3%,0.9%,6272,-18.9%,-11.2%,5/31/2016,Single Family Residential,"Washington, DC metro area"
1.068314491,0.1%,2.0%,633,11.4%,-7.3%,535,-2.2%,-14.1%,7,-1,0,$647K,2.7%,16.5%,795,7.3%,-2.1%,5/31/2016,Single Family Residential,"Seattle, WA"
1.070992624,2.7%,0.6%,501,58.0%,1.6%,377,14.2%,-18.0%,8,-1,0,$709K,5.8%,9.1%,695,63.5%,-2.5%,3/31/2017,Single Family Residential,"Seattle, WA"
1.007595446,0.3%,-1.1%,18,-10.0%,12.5%,10,66.7%,-9.1%,13,1,-9,$384K,-5.0%,-12.1%,21,75.0%,5.0%,2/28/2015,Single Family Residential,"Seattle, WA - Columbia City"
1.002549331,-1.6%,1.0%,13,18.2%,44.4%,3,-25.0%,0.0%,11,4,-5,$459K,0.0%,6.8%,16,6.7%,100.0%,2/28/2015,Single Family Residential,"Seattle, WA - Crown Hill"
0.995870111,0.6%,0.4%,75,-6.3%,2.7%,35,-10.3%,-32.7%,31.5,6.5,-7.5,$345K,4.9%,23.2%,72,9.1%,-5.3%,2/28/2015,Single Family Residential,"Seattle, WA - Delridge"
0.974930362,0.0%,21.7%,1,0.0%,0.0%,,,,5,0,-586,$350K,0.0%,-81.4%,,,,2/28/2015,Single Family Residential,"Seattle, WA - Downtown Seattle"
0.995833333,-11.7%,,1,-75.0%,,,,,28,-9,,"$2,390K",275.3%,,1,-50.0%,,2/28/2015,Single Family Residential,"Seattle, WA - Eastlake"
0.988352149,-0.3%,0.9%,21,0.0%,23.5%,4,-42.9%,-60.0%,47,8,-2,$604K,7.9%,25.8%,13,18.2%,-7.1%,2/28/2015,Single Family Residential,"Seattle, WA - Fauntleroy"
1.060356789,1.7%,4.6%,10,-9.1%,-23.1%,5,66.7%,66.7%,8,2,-11.5,$609K,2.4%,12.2%,11,10.0%,57.1%,2/28/2015,Single Family Residential,"Seattle, WA - Fremont"
1.012707265,-2.6%,-0.8%,14,0.0%,-30.0%,3,200.0%,-25.0%,9,1,2,$750K,14.4%,29.3%,11,37.5%,-38.9%,2/28/2015,Single Family Residential,"Seattle, WA - Green Lake"
1.010651268,-0.1%,-0.5%,34,-29.2%,-26.1%,12,20.0%,0.0%,15,-2,-6,$500K,0.0%,16.2%,32,14.3%,6.7%,2/28/2015,Single Family Residential,"Seattle, WA - Greenwood"
1.007301705,-0.3%,0.6%,30,-18.9%,36.4%,14,40.0%,16.7%,36,15,9.5,$500K,22.2%,36.8%,28,47.4%,33.3%,2/28/2015,Single Family Residential,"Seattle, WA - Haller Lake"
1.000709214,0.1%,-2.0%,74,-7.5%,37.0%,19,11.8%,-20.8%,18,1,2.5,$439K,-1.5%,3.2%,52,4.0%,-1.9%,2/28/2015,Single Family Residential,"Seattle, WA - Lake City"
0.978523324,0.1%,0.2%,11,-26.7%,-26.7%,9,50.0%,0.0%,15,-19,-35,$585K,-14.6%,-22.0%,16,45.5%,77.8%,2/28/2015,Single Family Residential,"Seattle, WA - Leschi"
1.023214751,0.4%,4.5%,20,0.0%,150.0%,16,33.3%,60.0%,10.5,-21.5,-63.5,"$1,584K",-5.0%,31.5%,19,18.8%,90.0%,2/28/2015,Single Family Residential,"Seattle, WA - Madison Park"
0.975517292,-2.0%,-4.2%,15,25.0%,66.7%,11,22.2%,83.3%,29,-12,22,"$1,029K",-15.5%,40.3%,12,0.0%,33.3%,2/28/2015,Single Family Residential,"Seattle, WA - Madrona"
1.007464841,0.9%,2.0%,56,-13.8%,-5.1%,27,8.0%,-22.9%,18.5,-5.5,-12.5,$721K,-1.2%,10.0%,50,6.4%,-3.8%,2/28/2015,Single Family Residential,"Seattle, WA - Magnolia"
1.027496797,1.8%,1.4%,25,19.0%,38.9%,7,0.0%,-12.5%,21,12,13,$443K,-7.7%,-1.2%,16,6.7%,-27.3%,2/28/2015,Single Family Residential,"Seattle, WA - Maple Leaf"
0.990647168,-0.4%,-3.0%,18,-25.0%,-5.3%,5,-16.7%,-28.6%,40,20,33,$464K,1.9%,-9.5%,14,40.0%,-6.7%,2/28/2015,Single Family Residential,"Seattle, WA - Matthews Beach"
1.040774574,-0.1%,-0.5%,6,50.0%,0.0%,2,0.0%,-60.0%,7.5,1.5,-12.5,$504K,-16.4%,39.0%,6,20.0%,-25.0%,2/28/2015,Single Family Residential,"Seattle, WA - Meadowbrook"
1.063141018,0.9%,6.9%,8,-38.5%,-46.7%,4,0.0%,-20.0%,8,0,-18,$769K,-19.9%,3.6%,6,-14.3%,-33.3%,2/28/2015,Single Family Residential,"Seattle, WA - Montlake"
0.991267608,-0.6%,-1.5%,29,3.6%,3.6%,10,100.0%,0.0%,21,-0.5,10,$615K,11.3%,36.7%,25,-7.4%,4.2%,2/28/2015,Single Family Residential,"Seattle, WA - Mount Baker"
1.002599937,0.8%,3.4%,30,-23.1%,25.0%,18,5.9%,-14.3%,14,-4,-11.5,$655K,7.4%,27.4%,34,36.0%,25.9%,2/28/2015,Single Family Residential,"Seattle, WA - North Admiral"
0.996503186,-1.3%,-0.9%,48,-20.0%,-14.3%,39,-13.3%,-11.4%,14.5,-3.5,-26,$407K,2.5%,18.7%,60,-4.8%,1.7%,2/28/2015,Single Family Residential,"Seattle, WA - Beacon Hill"
1.012944286,0.4%,1.3%,76,-3.8%,20.6%,22,22.2%,-15.4%,30,8,15,$452K,2.7%,10.5%,59,31.1%,-6.3%,2/28/2015,Single Family Residential,"Seattle, WA - Northgate"
1.010463770,0.9%,1.4%,20,0.0%,81.8%,5,25.0%,0.0%,14,-3,-3,$373K,-1.4%,5.5%,16,6.7%,60.0%,2/28/2015,Single Family Residential,"Seattle, WA - Olympic Hills"
0.999349279,-0.3%,0.9%,9,-30.8%,-50.0%,1,,-66.7%,30,1,-18.5,$432K,14.2%,3.6%,5,66.7%,-58.3%,2/28/2015,Single Family Residential,"Seattle, WA - Pinehurst"
1.021438015,1.2%,1.9%,37,5.7%,-11.9%,23,-8.0%,109.1%,15,-2,-16,$755K,-1.9%,1.4%,32,28.0%,-11.1%,2/28/2015,Single Family Residential,"Seattle, WA - Queen Anne"
0.994705792,0.0%,-0.6%,146,0.0%,11.5%,77,10.0%,-18.9%,33,8,5,$350K,0.0%,13.6%,132,12.8%,10.0%,2/28/2015,Single Family Residential,"Seattle, WA - Rainier Valley"
1.031009417,2.1%,3.5%,16,-33.3%,0.0%,5,0.0%,25.0%,11,1.5,-6.5,$704K,8.0%,8.4%,24,71.4%,50.0%,2/28/2015,Single Family Residential,"Seattle, WA - Ravenna"
0.991156310,1.7%,-1.8%,10,0.0%,-9.1%,2,,-60.0%,32.5,3.5,9.5,$616K,24.6%,16.4%,8,100.0%,-46.7%,2/28/2015,Single Family Residential,"Seattle, WA - Roosevelt"
0.998806834,5.7%,3.0%,11,10.0%,57.1%,8,14.3%,0.0%,23,11.5,6,$258K,10.2%,5.3%,9,0.0%,-35.7%,2/28/2015,Single Family Residential,"Seattle, WA - South Park"
